prefix_s,project_s,targeted_locus_name_s,div_s,organism_an,bioproject_s,biosample_ss,infra_name_ss,other_src_ss,contigs_total_length_l,contigs_count_l,contigs_proteins_count_l,contigs_annotated_s,scaffolds_count_l,scaffolds_proteins_count_l,scaffolds_total_length_l,scaffolds_annotated_s,scaffolds_range_ss,chromosome_range_ss,update_date_dt,create_date_dt
QCSY01,WGS,,BCT,Prochlorococcus sp. AG-670-O07,PRJNA445865,SAMN08886595,isolate: AG-670-O07,isolation_source: single cell amplified by WGA-X; seawater,1488532,60,0,No,0,0,0,No,,,2018-09-11T00:00:00Z,2018-06-12T00:00:00Z
QCSZ01,WGS,,BCT,Prochlorococcus sp. AG-670-O09,PRJNA445865,SAMN08886596,isolate: AG-670-O09,isolation_source: single cell amplified by WGA-X; seawater,653196,88,0,No,0,0,0,No,,,2018-09-11T00:00:00Z,2018-06-12T00:00:00Z
QCTA01,WGS,,BCT,Prochlorococcus sp. AG-670-O11,PRJNA445865,SAMN08886597,isolate: AG-670-O11,isolation_source: single cell amplified by WGA-X; seawater,817477,73,0,No,0,0,0,No,,,2018-09-11T00:00:00Z,2018-06-12T00:00:00Z
QCTB01,WGS,,BCT,Prochlorococcus sp. AG-670-O13,PRJNA445865,SAMN08886598,isolate: AG-670-O13,isolation_source: single cell amplified by WGA-X; seawater,1060280,66,0,No,0,0,0,No,,,2018-09-11T00:00:00Z,2018-06-12T00:00:00Z
QCTC01,WGS,,BCT,Prochlorococcus sp. AG-670-O17,PRJNA445865,SAMN08886599,isolate: AG-670-O17,isolation_source: single cell amplified by WGA-X; seawater,1387582,75,0,No,0,0,0,No,,,2018-09-11T00:00:00Z,2018-06-12T00:00:00Z
QCTD01,WGS,,BCT,Prochlorococcus sp. AG-670-O19,PRJNA445865,SAMN08886600,isolate: AG-670-O19,isolation_source: single cell amplified by WGA-X; seawater,746243,89,0,No,0,0,0,No,,,2018-09-11T00:00:00Z,2018-06-12T00:00:00Z
QCTE01,WGS,,BCT,Synechococcus sp. AG-673-A03,PRJNA445865,SAMN08886601,isolate: AG-673-A03,isolation_source: single cell amplified by WGA-X; seawater,1867264,93,0,No,0,0,0,No,,,2018-09-11T00:00:00Z,2018-06-12T00:00:00Z
QCTF01,WGS,,BCT,Synechococcus sp. AG-673-A10,PRJNA445865,SAMN08886602,isolate: AG-673-A10,isolation_source: single cell amplified by WGA-X; seawater,1605296,136,0,No,0,0,0,No,,,2018-09-11T00:00:00Z,2018-06-12T00:00:00Z
QCTG01,WGS,,BCT,Synechococcus sp. AG-673-B04,PRJNA445865,SAMN08886603,isolate: AG-673-B04,isolation_source: single cell amplified by WGA-X; seawater,1402151,102,0,No,0,0,0,No,,,2018-09-11T00:00:00Z,2018-06-12T00:00:00Z
QCTH01,WGS,,BCT,Synechococcus sp. AG-673-B08,PRJNA445865,SAMN08886604,isolate: AG-673-B08,isolation_source: single cell amplified by WGA-X; seawater,1566036,94,0,No,0,0,0,No,,,2018-09-11T00:00:00Z,2018-06-12T00:00:00Z
QCTI01,WGS,,BCT,Synechococcus sp. AG-673-D02,PRJNA445865,SAMN08886605,isolate: AG-673-D02,isolation_source: single cell amplified by WGA-X; seawater,2201799,71,0,No,0,0,0,No,,,2018-09-11T00:00:00Z,2018-06-12T00:00:00Z
QCTJ01,WGS,,BCT,Synechococcus sp. AG-673-F03,PRJNA445865,SAMN08886606,isolate: AG-673-F03,isolation_source: single cell amplified by WGA-X; seawater,2004490,82,0,No,0,0,0,No,,,2018-09-11T00:00:00Z,2018-06-12T00:00:00Z
QCTK01,WGS,,BCT,Prochlorococcus sp. AG-673-I19,PRJNA445865,SAMN08886607,isolate: AG-673-I19,isolation_source: single cell amplified by WGA-X; seawater,363745,45,0,No,0,0,0,No,,,2018-09-11T00:00:00Z,2018-06-12T00:00:00Z
QCTL01,WGS,,BCT,Prochlorococcus sp. AG-673-K21,PRJNA445865,SAMN08886608,isolate: AG-673-K21,isolation_source: single cell amplified by WGA-X; seawater,727535,56,0,No,0,0,0,No,,,2018-09-11T00:00:00Z,2018-06-12T00:00:00Z
QCTM01,WGS,,BCT,Prochlorococcus sp. AG-673-K22,PRJNA445865,SAMN08886609,isolate: AG-673-K22,isolation_source: single cell amplified by WGA-X; seawater,1195273,94,0,No,0,0,0,No,,,2018-09-11T00:00:00Z,2018-06-12T00:00:00Z
QCTN01,WGS,,BCT,Prochlorococcus sp. AG-673-L20,PRJNA445865,SAMN08886610,isolate: AG-673-L20,isolation_source: single cell amplified by WGA-X; seawater,1421661,54,0,No,0,0,0,No,,,2018-09-11T00:00:00Z,2018-06-12T00:00:00Z
QCTO01,WGS,,BCT,Prochlorococcus sp. AG-673-L23,PRJNA445865,SAMN08886611,isolate: AG-673-L23,isolation_source: single cell amplified by WGA-X; seawater,990430,43,0,No,0,0,0,No,,,2018-09-11T00:00:00Z,2018-06-12T00:00:00Z
QCTP01,WGS,,BCT,Prochlorococcus sp. AG-673-M19,PRJNA445865,SAMN08886612,isolate: AG-673-M19,isolation_source: single cell amplified by WGA-X; seawater,1080278,55,0,No,0,0,0,No,,,2018-09-11T00:00:00Z,2018-06-12T00:00:00Z
QCTQ01,WGS,,BCT,Prochlorococcus sp. AG-673-O02,PRJNA445865,SAMN08886613,isolate: AG-673-O02,isolation_source: single cell amplified by WGA-X; seawater,1454258,47,0,No,0,0,0,No,,,2018-09-11T00:00:00Z,2018-06-12T00:00:00Z
QCTR01,WGS,,BCT,Prochlorococcus sp. AG-673-O13,PRJNA445865,SAMN08886614,isolate: AG-673-O13,isolation_source: single cell amplified by WGA-X; seawater,778053,68,0,No,0,0,0,No,,,2018-09-11T00:00:00Z,2018-06-12T00:00:00Z
QCTS01,WGS,,BCT,Prochlorococcus sp. AG-673-P17,PRJNA445865,SAMN08886615,isolate: AG-673-P17,isolation_source: single cell amplified by WGA-X; seawater,648779,44,0,No,0,0,0,No,,,2018-09-11T00:00:00Z,2018-06-12T00:00:00Z
QCTT01,WGS,,BCT,Synechococcus sp. AG-676-A03,PRJNA445865,SAMN08886616,isolate: AG-676-A03,isolation_source: single cell amplified by WGA-X; seawater,454271,48,0,No,0,0,0,No,,,2018-09-11T00:00:00Z,2018-06-12T00:00:00Z
QCTU01,WGS,,BCT,Synechococcus sp. AG-676-A21,PRJNA445865,SAMN08886617,isolate: AG-676-A21,isolation_source: single cell amplified by WGA-X; seawater,1887431,73,0,No,0,0,0,No,,,2018-09-11T00:00:00Z,2018-06-12T00:00:00Z
QCTV01,WGS,,BCT,Synechococcus sp. AG-676-C06,PRJNA445865,SAMN08886618,isolate: AG-676-C06,isolation_source: single cell amplified by WGA-X; seawater,2044761,82,0,No,0,0,0,No,,,2018-09-11T00:00:00Z,2018-06-12T00:00:00Z
QCTW01,WGS,,BCT,Synechococcus sp. AG-676-E04,PRJNA445865,SAMN08886619,isolate: AG-676-E04,isolation_source: single cell amplified by WGA-X; seawater,579549,15,0,No,0,0,0,No,,,2018-09-11T00:00:00Z,2018-06-12T00:00:00Z
QCTX01,WGS,,BCT,Synechococcus sp. AG-676-E23,PRJNA445865,SAMN08886620,isolate: AG-676-E23,isolation_source: single cell amplified by WGA-X; seawater,1604488,49,0,No,0,0,0,No,,,2018-09-11T00:00:00Z,2018-06-12T00:00:00Z
QCTY01,WGS,,BCT,Synechococcus sp. AG-676-F02,PRJNA445865,SAMN08886621,isolate: AG-676-F02,isolation_source: single cell amplified by WGA-X; seawater,1527331,122,0,No,0,0,0,No,,,2018-09-11T00:00:00Z,2018-06-12T00:00:00Z
QCTZ01,WGS,,BCT,Prochlorococcus sp. AG-676-J23,PRJNA445865,SAMN08886622,isolate: AG-676-J23,isolation_source: single cell amplified by WGA-X; seawater,926484,36,0,No,0,0,0,No,,,2018-09-11T00:00:00Z,2018-06-12T00:00:00Z
QCUA01,WGS,,BCT,Prochlorococcus sp. AG-676-L21,PRJNA445865,SAMN08886623,isolate: AG-676-L21,isolation_source: single cell amplified by WGA-X; seawater,1366184,72,0,No,0,0,0,No,,,2018-09-11T00:00:00Z,2018-06-12T00:00:00Z
QCUB01,WGS,,BCT,Prochlorococcus sp. AG-676-M04,PRJNA445865,SAMN08886624,isolate: AG-676-M04,isolation_source: single cell amplified by WGA-X; seawater,1270658,70,0,No,0,0,0,No,,,2018-09-11T00:00:00Z,2018-06-12T00:00:00Z
QCUC01,WGS,,BCT,Prochlorococcus sp. AG-676-M23,PRJNA445865,SAMN08886625,isolate: AG-676-M23,isolation_source: single cell amplified by WGA-X; seawater,582872,56,0,No,0,0,0,No,,,2018-09-11T00:00:00Z,2018-06-12T00:00:00Z
QCUD01,WGS,,BCT,Prochlorococcus sp. AG-676-O21,PRJNA445865,SAMN08886626,isolate: AG-676-O21,isolation_source: single cell amplified by WGA-X; seawater,1225825,70,0,No,0,0,0,No,,,2018-09-11T00:00:00Z,2018-06-12T00:00:00Z
QCUE01,WGS,,BCT,Prochlorococcus sp. AG-676-P03,PRJNA445865,SAMN08886627,isolate: AG-676-P03,isolation_source: single cell amplified by WGA-X; seawater,979831,64,0,No,0,0,0,No,,,2018-09-11T00:00:00Z,2018-06-12T00:00:00Z
QCUF01,WGS,,BCT,Prochlorococcus sp. AG-676-P15-1,PRJNA445865,SAMN08886628,isolate: AG-676-P15-1,isolation_source: single cell amplified by WGA-X; seawater,1147413,82,0,No,0,0,0,No,,,2018-09-11T00:00:00Z,2018-06-12T00:00:00Z
QCUG01,WGS,,BCT,Prochlorococcus sp. AG-676-P23,PRJNA445865,SAMN08886629,isolate: AG-676-P23,isolation_source: single cell amplified by WGA-X; seawater,1178708,63,0,No,0,0,0,No,,,2018-09-11T00:00:00Z,2018-06-12T00:00:00Z
QCUH01,WGS,,BCT,Synechococcus sp. AG-679-A02,PRJNA445865,SAMN08886630,isolate: AG-679-A02,isolation_source: single cell amplified by WGA-X; seawater,1747571,95,0,No,0,0,0,No,,,2018-09-11T00:00:00Z,2018-06-12T00:00:00Z
QCUI01,WGS,,BCT,Synechococcus sp. AG-679-A04,PRJNA445865,SAMN08886631,isolate: AG-679-A04,isolation_source: single cell amplified by WGA-X; seawater,2278993,107,0,No,0,0,0,No,,,2018-09-11T00:00:00Z,2018-06-12T00:00:00Z
QCUJ01,WGS,,BCT,Synechococcus sp. AG-679-B05,PRJNA445865,SAMN08886632,isolate: AG-679-B05,isolation_source: single cell amplified by WGA-X; seawater,1875601,109,0,No,0,0,0,No,,,2018-09-11T00:00:00Z,2018-06-12T00:00:00Z
QCUK01,WGS,,BCT,Synechococcus sp. AG-679-B21,PRJNA445865,SAMN08886633,isolate: AG-679-B21,isolation_source: single cell amplified by WGA-X; seawater,1025533,88,0,No,0,0,0,No,,,2018-09-11T00:00:00Z,2018-06-12T00:00:00Z
QCUL01,WGS,,BCT,Synechococcus sp. AG-679-C18,PRJNA445865,SAMN08886634,isolate: AG-679-C18,isolation_source: single cell amplified by WGA-X; seawater,2626211,91,0,No,0,0,0,No,,,2018-09-11T00:00:00Z,2018-06-12T00:00:00Z
QCUM01,WGS,,BCT,Synechococcus sp. AG-679-D13,PRJNA445865,SAMN08886635,isolate: AG-679-D13,isolation_source: single cell amplified by WGA-X; seawater,2062147,90,0,No,0,0,0,No,,,2018-09-11T00:00:00Z,2018-06-12T00:00:00Z
QCUN01,WGS,,BCT,Synechococcus sp. AG-679-E23,PRJNA445865,SAMN08886636,isolate: AG-679-E23,isolation_source: single cell amplified by WGA-X; seawater,1993060,80,0,No,0,0,0,No,,,2018-09-11T00:00:00Z,2018-06-12T00:00:00Z
QCUO01,WGS,,BCT,Prochlorococcus sp. AG-679-I23,PRJNA445865,SAMN08886637,isolate: AG-679-I23,isolation_source: single cell amplified by WGA-X; seawater,1470552,46,0,No,0,0,0,No,,,2018-09-11T00:00:00Z,2018-06-12T00:00:00Z
QCUP01,WGS,,BCT,Prochlorococcus sp. AG-679-K21,PRJNA445865,SAMN08886638,isolate: AG-679-K21,isolation_source: single cell amplified by WGA-X; seawater,1072530,74,0,No,0,0,0,No,,,2018-09-11T00:00:00Z,2018-06-12T00:00:00Z
QCUQ01,WGS,,BCT,Prochlorococcus sp. AG-679-M10,PRJNA445865,SAMN08886639,isolate: AG-679-M10,isolation_source: single cell amplified by WGA-X; seawater,1007628,42,0,No,0,0,0,No,,,2018-09-11T00:00:00Z,2018-06-12T00:00:00Z
QCUR01,WGS,,BCT,Prochlorococcus sp. AG-679-M23,PRJNA445865,SAMN08886640,isolate: AG-679-M23,isolation_source: single cell amplified by WGA-X; seawater,1645990,16,0,No,0,0,0,No,,,2018-09-11T00:00:00Z,2018-06-12T00:00:00Z
QCUS01,WGS,,BCT,Prochlorococcus sp. AG-679-N02,PRJNA445865,SAMN08886641,isolate: AG-679-N02,isolation_source: single cell amplified by WGA-X; seawater,1061470,58,0,No,0,0,0,No,,,2018-09-11T00:00:00Z,2018-06-12T00:00:00Z
QCUT01,WGS,,BCT,Prochlorococcus sp. AG-679-N20,PRJNA445865,SAMN08886642,isolate: AG-679-N20,isolation_source: single cell amplified by WGA-X; seawater,1313915,68,0,No,0,0,0,No,,,2018-09-11T00:00:00Z,2018-06-12T00:00:00Z
QCUU01,WGS,,BCT,Prochlorococcus sp. AG-679-N22,PRJNA445865,SAMN08886643,isolate: AG-679-N22,isolation_source: single cell amplified by WGA-X; seawater,1086122,75,0,No,0,0,0,No,,,2018-09-11T00:00:00Z,2018-06-12T00:00:00Z
QCUV01,WGS,,BCT,Prochlorococcus sp. AG-679-O20,PRJNA445865,SAMN08886644,isolate: AG-679-O20,isolation_source: single cell amplified by WGA-X; seawater,929447,68,0,No,0,0,0,No,,,2018-09-11T00:00:00Z,2018-06-12T00:00:00Z
QCUW01,WGS,,BCT,Prochlorococcus sp. AG-679-P15,PRJNA445865,SAMN08886645,isolate: AG-679-P15,isolation_source: single cell amplified by WGA-X; seawater,1077894,68,0,No,0,0,0,No,,,2018-09-11T00:00:00Z,2018-06-12T00:00:00Z
QCUX01,WGS,,BCT,Prochlorococcus sp. AG-679-P16,PRJNA445865,SAMN08886646,isolate: AG-679-P16,isolation_source: single cell amplified by WGA-X; seawater,828295,68,0,No,0,0,0,No,,,2018-09-11T00:00:00Z,2018-06-12T00:00:00Z
QCUY01,WGS,,BCT,Synechococcus sp. AG-683-A02,PRJNA445865,SAMN08886647,isolate: AG-683-A02,isolation_source: single cell amplified by WGA-X; seawater,696769,107,0,No,0,0,0,No,,,2018-09-11T00:00:00Z,2018-06-12T00:00:00Z
QCUZ01,WGS,,BCT,Synechococcus sp. AG-683-A03,PRJNA445865,SAMN08886648,isolate: AG-683-A03,isolation_source: single cell amplified by WGA-X; seawater,1541395,147,0,No,0,0,0,No,,,2018-09-11T00:00:00Z,2018-06-12T00:00:00Z
QCVA01,WGS,,BCT,Synechococcus sp. AG-683-A22,PRJNA445865,SAMN08886649,isolate: AG-683-A22,isolation_source: single cell amplified by WGA-X; seawater,1031668,119,0,No,0,0,0,No,,,2018-09-11T00:00:00Z,2018-06-12T00:00:00Z
QCVB01,WGS,,BCT,Synechococcus sp. AG-683-B03,PRJNA445865,SAMN08886650,isolate: AG-683-B03,isolation_source: single cell amplified by WGA-X; seawater,1109525,109,0,No,0,0,0,No,,,2018-09-11T00:00:00Z,2018-06-12T00:00:00Z
QCVC01,WGS,,BCT,Synechococcus sp. AG-683-B21,PRJNA445865,SAMN08886651,isolate: AG-683-B21,isolation_source: single cell amplified by WGA-X; seawater,1434371,97,0,No,0,0,0,No,,,2018-09-11T00:00:00Z,2018-06-12T00:00:00Z
QCVD01,WGS,,BCT,Synechococcus sp. AG-683-C23,PRJNA445865,SAMN08886652,isolate: AG-683-C23,isolation_source: single cell amplified by WGA-X; seawater,1914326,81,0,No,0,0,0,No,,,2018-09-11T00:00:00Z,2018-06-12T00:00:00Z
QCVE01,WGS,,BCT,Synechococcus sp. AG-683-F20,PRJNA445865,SAMN08886653,isolate: AG-683-F20,isolation_source: single cell amplified by WGA-X; seawater,972807,81,0,No,0,0,0,No,,,2018-09-11T00:00:00Z,2018-06-12T00:00:00Z
QCVF01,WGS,,BCT,Synechococcus sp. AG-683-G11,PRJNA445865,SAMN08886654,isolate: AG-683-G11,isolation_source: single cell amplified by WGA-X; seawater,1287575,54,0,No,0,0,0,No,,,2018-09-11T00:00:00Z,2018-06-12T00:00:00Z
QCVG01,WGS,,BCT,Prochlorococcus sp. AG-683-K15,PRJNA445865,SAMN08886655,isolate: AG-683-K15,isolation_source: single cell amplified by WGA-X; seawater,783804,41,0,No,0,0,0,No,,,2018-09-11T00:00:00Z,2018-06-12T00:00:00Z
QCVH01,WGS,,BCT,Prochlorococcus sp. AG-683-N17,PRJNA445865,SAMN08886656,isolate: AG-683-N17,isolation_source: single cell amplified by WGA-X; seawater,581479,69,0,No,0,0,0,No,,,2018-09-11T00:00:00Z,2018-06-12T00:00:00Z
QCVI01,WGS,,BCT,Prochlorococcus sp. AG-683-O15,PRJNA445865,SAMN08886657,isolate: AG-683-O15,isolation_source: single cell amplified by WGA-X; seawater,1063781,48,0,No,0,0,0,No,,,2018-09-11T00:00:00Z,2018-06-12T00:00:00Z
QCVJ01,WGS,,BCT,Prochlorococcus sp. AG-683-O20,PRJNA445865,SAMN08886658,isolate: AG-683-O20,isolation_source: single cell amplified by WGA-X; seawater,416977,38,0,No,0,0,0,No,,,2018-09-11T00:00:00Z,2018-06-12T00:00:00Z
QCVK01,WGS,,BCT,Synechococcus sp. AG-686-A03,PRJNA445865,SAMN08886659,isolate: AG-686-A03,isolation_source: single cell amplified by WGA-X; seawater,1558360,93,0,No,0,0,0,No,,,2018-09-11T00:00:00Z,2018-06-12T00:00:00Z
QCVL01,WGS,,BCT,Synechococcus sp. AG-686-A05,PRJNA445865,SAMN08886660,isolate: AG-686-A05,isolation_source: single cell amplified by WGA-X; seawater,269552,19,0,No,0,0,0,No,,,2018-09-11T00:00:00Z,2018-06-12T00:00:00Z
QCVM01,WGS,,BCT,Synechococcus sp. AG-686-B21,PRJNA445865,SAMN08886661,isolate: AG-686-B21,isolation_source: single cell amplified by WGA-X; seawater,1849691,102,0,No,0,0,0,No,,,2018-09-11T00:00:00Z,2018-06-12T00:00:00Z
QCVN01,WGS,,BCT,Synechococcus sp. AG-686-C21,PRJNA445865,SAMN08886662,isolate: AG-686-C21,isolation_source: single cell amplified by WGA-X; seawater,1053969,96,0,No,0,0,0,No,,,2018-09-11T00:00:00Z,2018-06-12T00:00:00Z
QCVO01,WGS,,BCT,Synechococcus sp. AG-686-C23,PRJNA445865,SAMN08886663,isolate: AG-686-C23,isolation_source: single cell amplified by WGA-X; seawater,569328,60,0,No,0,0,0,No,,,2018-09-11T00:00:00Z,2018-06-12T00:00:00Z
QCVP01,WGS,,BCT,Synechococcus sp. AG-686-D09,PRJNA445865,SAMN08886664,isolate: AG-686-D09,isolation_source: single cell amplified by WGA-X; seawater,786300,55,0,No,0,0,0,No,,,2018-09-11T00:00:00Z,2018-06-12T00:00:00Z
QCVQ01,WGS,,BCT,Synechococcus sp. AG-686-F08,PRJNA445865,SAMN08886665,isolate: AG-686-F08,isolation_source: single cell amplified by WGA-X; seawater,1578770,64,0,No,0,0,0,No,,,2018-09-11T00:00:00Z,2018-06-12T00:00:00Z
QCVR01,WGS,,BCT,Prochlorococcus sp. AG-686-I20,PRJNA445865,SAMN08886666,isolate: AG-686-I20,isolation_source: single cell amplified by WGA-X; seawater,499721,57,0,No,0,0,0,No,,,2018-09-11T00:00:00Z,2018-06-12T00:00:00Z
QCVS01,WGS,,BCT,Prochlorococcus sp. AG-686-J21,PRJNA445865,SAMN08886667,isolate: AG-686-J21,isolation_source: single cell amplified by WGA-X; seawater,1577724,32,0,No,0,0,0,No,,,2018-09-11T00:00:00Z,2018-06-12T00:00:00Z
QCVT01,WGS,,BCT,Prochlorococcus sp. AG-686-L16,PRJNA445865,SAMN08886668,isolate: AG-686-L16,isolation_source: single cell amplified by WGA-X; seawater,644424,56,0,No,0,0,0,No,,,2018-09-11T00:00:00Z,2018-06-12T00:00:00Z
QCVU01,WGS,,BCT,Prochlorococcus sp. AG-686-M10,PRJNA445865,SAMN08886669,isolate: AG-686-M10,isolation_source: single cell amplified by WGA-X; seawater,1172240,97,0,No,0,0,0,No,,,2018-09-11T00:00:00Z,2018-06-12T00:00:00Z
QCVV01,WGS,,BCT,Prochlorococcus sp. AG-686-O05,PRJNA445865,SAMN08886670,isolate: AG-686-O05,isolation_source: single cell amplified by WGA-X; seawater,1088813,83,0,No,0,0,0,No,,,2018-09-11T00:00:00Z,2018-06-12T00:00:00Z
QCVW01,WGS,,BCT,Prochlorococcus sp. AG-686-P08,PRJNA445865,SAMN08886671,isolate: AG-686-P08,isolation_source: single cell amplified by WGA-X; seawater,941462,79,0,No,0,0,0,No,,,2018-09-11T00:00:00Z,2018-06-12T00:00:00Z
QCVX01,WGS,,BCT,Prochlorococcus sp. AG-686-P11,PRJNA445865,SAMN08886672,isolate: AG-686-P11,isolation_source: single cell amplified by WGA-X; seawater,348188,51,0,No,0,0,0,No,,,2018-09-11T00:00:00Z,2018-06-12T00:00:00Z
QCVY01,WGS,,BCT,Prochlorococcus sp. AG-686-P16,PRJNA445865,SAMN08886673,isolate: AG-686-P16,isolation_source: single cell amplified by WGA-X; seawater,832312,87,0,No,0,0,0,No,,,2018-09-11T00:00:00Z,2018-06-12T00:00:00Z
QCVZ01,WGS,,BCT,Prochlorococcus sp. AG-686-P21,PRJNA445865,SAMN08886674,isolate: AG-686-P21,isolation_source: single cell amplified by WGA-X; seawater,480860,66,0,No,0,0,0,No,,,2018-09-11T00:00:00Z,2018-06-12T00:00:00Z
QCWF01,WGS,,BCT,Synechococcus sp. XM-24,PRJNA445564,SAMN08724830,isolate: XM-24,"isolation_source: Synechococcus culture from coastal marine water,metagenome_source: marine metagenome",2376968,31,2477,Yes,0,0,0,No,,,2018-05-23T00:00:00Z,2018-05-23T00:00:00Z
PVWD01,WGS,,BCT,filamentous cyanobacterium CCP2,PRJNA436169,SAMN08617412,strain: CCP2,isolation_source: salt marsh,6951120,528,6226,Yes,0,0,0,No,,,2018-03-15T00:00:00Z,2018-03-15T00:00:00Z
PVWE01,WGS,,BCT,filamentous cyanobacterium CCP1,PRJNA436169,SAMN08617409,strain: CCP1,isolation_source: salt marsh,4172575,1156,4294,Yes,0,0,0,No,,,2018-03-15T00:00:00Z,2018-03-15T00:00:00Z
PVWF01,WGS,,BCT,Pleurocapsa sp. CCALA 161,PRJNA436169,SAMN08617407,strain: CCALA 161,isolation_source: freshwater lake,5365828,249,4806,Yes,0,0,0,No,,,2018-03-15T00:00:00Z,2018-03-15T00:00:00Z
PVWG01,WGS,,BCT,Phormidesmis priestleyi ULC007,PRJNA436169,SAMN08617406,strain: ULC007,isolation_source: freshwater lake,5714281,167,5159,Yes,0,0,0,No,,,2018-03-15T00:00:00Z,2018-03-15T00:00:00Z
PVWH01,WGS,,BCT,filamentous cyanobacterium Phorm 46,PRJNA436169,SAMN08617405,strain: Phorm 46,isolation_source: freshwater lake,5590158,905,4971,Yes,0,0,0,No,,,2018-03-15T00:00:00Z,2018-03-15T00:00:00Z
PVWI01,WGS,,BCT,filamentous cyanobacterium Phorm 6,PRJNA436169,SAMN08617404,strain: Phorm 6,isolation_source: freshwater lake,6644697,526,5594,Yes,0,0,0,No,,,2018-03-15T00:00:00Z,2018-03-15T00:00:00Z
PVWJ01,WGS,,BCT,Merismopedia glauca CCAP 1448/3,PRJNA436169,SAMN08617403,strain: CCAP 1448/3,isolation_source: freshwater,5204926,254,4640,Yes,0,0,0,No,,,2018-03-15T00:00:00Z,2018-03-15T00:00:00Z
PVWK01,WGS,,BCT,Leptolyngbya frigida ULC18,PRJNA436169,SAMN08617402,strain: ULC18,isolation_source: freshwater lake,6984011,167,5918,Yes,0,0,0,No,,,2018-03-15T00:00:00Z,2018-03-15T00:00:00Z
PVWL01,WGS,,BCT,Cyanosarcina cf. burmensis CCALA 770,PRJNA436169,SAMN08617401,strain: CCALA 770,isolation_source: backwater,7549128,256,6420,Yes,0,0,0,No,,,2018-03-15T00:00:00Z,2018-03-15T00:00:00Z
PVWM01,WGS,,BCT,Chroococcidiopsis cubana CCALA 043,PRJNA436169,SAMN08617399,strain: CCALA 043,isolation_source: mineral spring,7571187,917,6891,Yes,0,0,0,No,,,2018-03-15T00:00:00Z,2018-03-15T00:00:00Z
PVWN01,WGS,,BCT,Chlorogloea sp. CCALA 695,PRJNA436169,SAMN08617398,strain: CCALA 695,isolation_source: freshwater,5226129,168,4752,Yes,0,0,0,No,,,2018-03-15T00:00:00Z,2018-03-15T00:00:00Z
PVWO01,WGS,,BCT,Chamaesiphon polymorphus CCALA 037,PRJNA436169,SAMN08617397,strain: CCALA 037,isolation_source: freshwater lake,6089525,756,5498,Yes,0,0,0,No,,,2018-03-15T00:00:00Z,2018-03-15T00:00:00Z
PVWP01,WGS,,BCT,Aphanothece cf. minutissima CCALA 015,PRJNA436169,SAMN08617395,strain: CCALA 015,isolation_source: freshwater pond,3218882,17,3112,Yes,0,0,0,No,,,2018-03-15T00:00:00Z,2018-03-15T00:00:00Z
PWQB01,WGS,,BCT,Nostocaceae cyanobacterium CSSed10_463m,PRJNA434545,SAMN08574622,isolate: CSSed10_463m,"isolation_source: hypersaline soda lake sediment,metagenome_source: soda lake metagenome",4023918,841,0,No,0,0,0,No,,,2018-09-13T00:00:00Z,2018-09-13T00:00:00Z
PWRG01,WGS,,BCT,Cyanobacteria bacterium CSSed10_82m,PRJNA434545,SAMN08574653,isolate: CSSed10_82m,"isolation_source: hypersaline soda lake sediment,metagenome_source: soda lake metagenome",4661342,484,0,No,0,0,0,No,,,2018-09-13T00:00:00Z,2018-09-13T00:00:00Z
PWXB01,WGS,,BCT,Cyanobacteria bacterium CSSed11_75,PRJNA434545,SAMN08574805,isolate: CSSed11_75,"isolation_source: hypersaline soda lake sediment,metagenome_source: soda lake metagenome",4205669,511,0,No,0,0,0,No,,,2018-09-13T00:00:00Z,2018-09-13T00:00:00Z
PWYK01,WGS,,BCT,Cyanobacteria bacterium T3Sed10_129,PRJNA434545,SAMN08574841,isolate: T3Sed10_129,"isolation_source: hypersaline soda lake sediment,metagenome_source: soda lake metagenome",1713112,343,0,No,0,0,0,No,,,2018-09-13T00:00:00Z,2018-09-13T00:00:00Z
PXCV01,WGS,,BCT,Cyanobacteria bacterium T3Sed10_304,PRJNA434545,SAMN08574956,isolate: T3Sed10_304,"isolation_source: hypersaline soda lake sediment,metagenome_source: soda lake metagenome",4143217,748,0,No,0,0,0,No,,,2018-09-13T00:00:00Z,2018-09-13T00:00:00Z
PXDR01,WGS,,BCT,Cyanobacteria bacterium T3Sed10_344R1,PRJNA434545,SAMN08574978,isolate: T3Sed10_344R1,"isolation_source: hypersaline soda lake sediment,metagenome_source: soda lake metagenome",3174698,643,0,No,0,0,0,No,,,2018-09-13T00:00:00Z,2018-09-13T00:00:00Z
PXEF01,WGS,,BCT,Cyanobacteria bacterium T3Sed10_36R1,PRJNA434545,SAMN08574992,isolate: T3Sed10_36R1,"isolation_source: hypersaline soda lake sediment,metagenome_source: soda lake metagenome",2975291,525,0,No,0,0,0,No,,,2018-09-13T00:00:00Z,2018-09-13T00:00:00Z
PXEJ01,WGS,,BCT,Cyanobacteria bacterium T3Sed10_376R1m,PRJNA434545,SAMN08574996,isolate: T3Sed10_376R1m,"isolation_source: hypersaline soda lake sediment,metagenome_source: soda lake metagenome",2141927,431,0,No,0,0,0,No,,,2018-09-13T00:00:00Z,2018-09-13T00:00:00Z
